datetime,time/s,ToF_threshold_of_amp/µs,MaxAmp[a.u.],ToF_max_amp/µs
2022-01-17 18:30:40,0.0,12.724874371859297,0.459414649026336,13.91
2022-01-18 12:08:40,63480.0,12.674874371859296,0.6574889234784601,13.330000000000002
